Customer,State,State - Cleaned,GENDER,Gender (Clean),Education,Education (Clean), Customer Lifetime Value , CLV - Cleaned , Income , Income (Cleaned) , Monthly Premium Auto , Number of Open Complaints ,Number of Open Complaints,Policy Type,Vehicle Class, Total Claim Amount ,,,State,,,NA,NA,,Master,Masters,,Policy Type,,Vehicle Class
HG39060,Oregon,Oregon,Male,Male,Bachelor,Bachelors," £5,110.68 "," £5,110.68 ", £-   ," £39,295.70 ", 74 ,1/0/00,,Corporate Auto,Four-Door Car, £532.80 ,,,,,,,,,,,,,,
EM29359,Nevada,Nevada,Male,Male,College,College," £7,126.60 "," £7,126.60 "," £17,483.00 "," £17,483.00 ", 183 ,1/0/00,,Personal Auto,Luxury Car," £1,317.60 ",,,,,,,,,,,,,,
SF57173,Oregon,Oregon,Male,Male,Master,Masters," £4,601.63 "," £4,601.63 "," £84,394.00 "," £84,394.00 ", 114 ,1/0/00,,Personal Auto,SUV, £691.41 ,,,,,,,,,,,,,,
OT47603,Oregon,Oregon,Male,Male,College,College," £9,155.24 "," £9,155.24 ", £-   ," £39,295.70 ", 127 ,1/0/00,,Personal Auto,Sports Car, £804.81 ,,,,,,,,,,,,,,
SW31412,Oregon,Oregon,F,Female,College,College," £14,808.06 "," £14,808.06 "," £41,440.00 "," £41,440.00 ", 62 ,01/01/2000,,Personal Auto,Four-Door Car, £297.60 ,,,,,,,,,,,,,,
JS36322,Arizona,Arizona,Male,Male,High School or Below,High School or Below," £8,901.68 "," £8,901.68 ", £-   ," £39,295.70 ", 136 ,01/01/2000,,Personal Auto,Sports Car," £1,090.86 ",,,,,,,,,,,,,,
RE81445,Oregon,Oregon,F,Female,College,College," £5,734.60 "," £5,734.60 "," £98,132.00 "," £98,132.00 ", 71 ,1/0/00,,Personal Auto,Two-Door Car, £50.59 ,,,,,,,,,,,,,,
RM24280,Oregon,Oregon,F,Female,High School or Below,High School or Below," £4,177.70 "," £4,177.70 ", £-   ," £39,295.70 ", 112 ,1/0/00,,Personal Auto,Four-Door Car, £537.60 ,,,,,,,,,,,,,,
LC25393,California,California,Male,Male,Bachelor,Bachelors," £27,776.29 "," £27,776.29 "," £88,220.00 "," £88,220.00 ", 230 ,1/0/00,,Personal Auto,Luxury Car, £151.53 ,,,,,,,,,,,,,,
UX38930,Arizona,Arizona,F,Female,Master,Masters," £10,364.35 "," £10,364.35 "," £58,327.00 "," £58,327.00 ", 129 ,1/0/00,,Personal Auto,SUV, £347.08 ,,,,,,,,,,,,,,
HD95496,Oregon,Oregon,Male,Male,Master,Masters," £7,851.90 "," £7,851.90 "," £25,950.00 "," £25,950.00 ", 66 ,1/0/00,,Personal Auto,Two-Door Car, £271.70 ,,,,,,,,,,,,,,
RX24650,Oregon,Oregon,Male,Male,High School or Below,High School or Below," £4,772.94 "," £4,772.94 "," £20,993.00 "," £20,993.00 ", 133 ,1/0/00,,Corporate Auto,SUV, £638.40 ,,,,,,,,,,,,,,
DW19309,Oregon,Oregon,Male,Male,High School or Below,High School or Below," £14,226.50 "," £14,226.50 "," £65,726.00 "," £65,726.00 ", 177 ,1/0/00,,Corporate Auto,SUV, £849.60 ,,,,,,,,,,,,,,
MT41386,Washington,Washington,M,Male,Bachelors,Bachelors," £2,875.43 "," £2,875.43 "," £84,768.00 "," £84,768.00 ", 72 ,1/0/00,,Personal Auto,Two-Door Car, £110.48 ,,,,,,,,,,,,,,
WZ40465,Washington,Washington,F,Female,Bachelor,Bachelors," £5,041.30 "," £5,041.30 "," £36,234.00 "," £36,234.00 ", 63 ,1/0/00,,Personal Auto,Four-Door Car, £113.53 ,,,,,,,,,,,,,,
DB42794,California,California,Male,Male,College,College," £4,362.93 "," £4,362.93 "," £58,842.00 "," £58,842.00 ", 110 ,1/0/00,,Personal Auto,Four-Door Car, £528.00 ,,,,,,,,,,,,,,
JB50798,Oregon,Oregon,F,Female,Master,Masters," £9,624.52 "," £9,624.52 "," £25,629.00 "," £25,629.00 ", 124 ,01/02/2000,,Corporate Auto,Sports Car, £595.20 ,,,,,,,,,,,,,,
IP69763,Washington,Washington,F,Female,College,College," £21,914.41 "," £21,914.41 "," £77,311.00 "," £77,311.00 ", 181 ,1/0/00,,Personal Auto,SUV, £113.61 ,,,,,,,,,,,,,,
TE35785,California,California,Male,Male,Doctor,Doctor," £6,948.42 "," £6,948.42 ", £-   ," £39,295.70 ", 196 ,01/02/2000,,Personal Auto,Luxury SUV," £1,337.06 ",,,,,,,,,,,,,,
HX74855,Washington,Washington,M,Male,High School or Below,High School or Below," £2,471.53 "," £2,471.53 "," £95,697.00 "," £95,697.00 ", 61 ,1/0/00,,Personal Auto,Two-Door Car, £114.27 ,,,,,,,,,,,,,,
QN65180,Oregon,Oregon,F,Female,Bachelor,Bachelors," £21,903.91 "," £21,903.91 "," £22,254.00 "," £22,254.00 ", 79 ,1/0/00,,Personal Auto,Four-Door Car, £125.19 ,,,,,,,,,,,,,,
GE47180,Nevada,Nevada,Male,Male,High School or Below,High School or Below," £9,028.82 "," £9,028.82 "," £65,974.00 "," £65,974.00 ", 113 ,1/0/00,,Personal Auto,Sports Car, £235.22 ,,,,,,,,,,,,,,
VQ38776,Oregon,Oregon,F,Female,College,College," £5,303.76 "," £5,303.76 ", £-   ," £39,295.70 ", 76 ,1/0/00,,Personal Auto,Four-Door Car, £395.34 ,,,,,,,,,,,,,,
BH86846,Washington,Washington,M,Male,High School or Below,High School or Below," £20,708.26 "," £20,708.26 "," £92,079.00 "," £92,079.00 ", 65 ,01/01/2000,,Corporate Auto,Four-Door Car, £114.80 ,,,,,,,,,,,,,,
IN17648,Nevada,Nevada,Male,Male,High School or Below,High School or Below," £5,123.77 "," £5,123.77 ", £-   ," £39,295.70 ", 74 ,1/0/00,,Personal Auto,Two-Door Car, £772.80 ,,,,,,,,,,,,,,
DF95759,Oregon,Oregon,Male,Male,College,College," £9,492.34 "," £9,492.34 ", £-   ," £39,295.70 ", 132 ,1/0/00,,Personal Auto,SUV, £633.60 ,,,,,,,,,,,,,,
QG45324,Oregon,Oregon,F,Female,High School or Below,High School or Below," £8,204.86 "," £8,204.86 ", £-   ," £39,295.70 ", 73 ,1/0/00,,Personal Auto,Four-Door Car, £350.40 ,,,,,,,,,,,,,,
MN61620,Arizona,Arizona,F,Female,College,College," £9,877.30 "," £9,877.30 "," £67,752.00 "," £67,752.00 ", 131 ,01/04/2000,,Personal Auto,Sports Car, £168.52 ,,,,,,,,,,,,,,
YH86390,California,California,F,Female,Bachelor,Bachelors," £4,815.01 "," £4,815.01 "," £25,398.00 "," £25,398.00 ", 64 ,1/0/00,,Corporate Auto,Four-Door Car, £307.20 ,,,,,,,,,,,,,,
FY13480,California,California,Male,Male,High School or Below,High School or Below," £6,277.01 "," £6,277.01 ", £-   ," £39,295.70 ", 88 ,1/0/00,,Personal Auto,Four-Door Car, £633.60 ,,,,,,,,,,,,,,
YH61661,California,California,M,Male,High School or Below,High School or Below," £8,260.64 "," £8,260.64 "," £33,321.00 "," £33,321.00 ", 105 ,1/0/00,,Special Auto,SUV, £504.00 ,,,,,,,,,,,,,,
NL93182,Nevada,Nevada,M,Male,Bachelor,Bachelors," £2,549.45 "," £2,549.45 ", £-   ," £39,295.70 ", 78 ,1/0/00,,Corporate Auto,Four-Door Car, £845.65 ,,,,,,,,,,,,,,
LN31673,Washington,Washington,NA,NA,College,College," £11,318.09 "," £11,318.09 "," £38,923.00 "," £38,923.00 ", 99 ,01/02/2000,,Personal Auto,Four-Door Car, £115.73 ,,,,,,,,,,,,,,
WE68644,Oregon,Oregon,F,Female,Bachelor,Bachelors," £3,803.92 "," £3,803.92 "," £20,325.00 "," £20,325.00 ", 100 ,1/0/00,,Personal Auto,Sports Car, £668.29 ,,,,,,,,,,,,,,
EZ30498,Oregon,Oregon,M,Male,Bachelor,Bachelors," £8,635.40 "," £8,635.40 "," £13,129.00 "," £13,129.00 ", 117 ,1/0/00,,Personal Auto,SUV, £700.90 ,,,,,,,,,,,,,,
QY74517,Oregon,Oregon,F,Female,High School or Below,High School or Below," £5,510.56 "," £5,510.56 ", £-   ," £39,295.70 ", 73 ,1/0/00,,Personal Auto,Four-Door Car, £525.60 ,,,,,,,,,,,,,,
NM88660,Nevada,Nevada,M,Male,Master,Masters," £3,585.88 "," £3,585.88 "," £49,080.00 "," £49,080.00 ", 91 ,1/0/00,,Corporate Auto,Four-Door Car, £25.30 ,,,,,,,,,,,,,,
MZ82036,Nevada,Nevada,M,Male,College,College," £4,889.25 "," £4,889.25 "," £42,536.00 "," £42,536.00 ", 63 ,1/0/00,,Personal Auto,Four-Door Car, £375.33 ,,,,,,,,,,,,,,
ID20929,Oregon,Oregon,M,Male,Bachelor,Bachelors," £2,756.94 "," £2,756.94 "," £29,926.00 "," £29,926.00 ", 74 ,1/0/00,,Corporate Auto,Four-Door Car, £418.23 ,,,,,,,,,,,,,,
EY50028,Nevada,Nevada,M,Male,Doctor,Doctor," £3,289.55 "," £3,289.55 ", £-   ," £39,295.70 ", 86 ,1/0/00,,Corporate Auto,Two-Door Car, £398.24 ,,,,,,,,,,,,,,
TT82373,California,California,F,Female,Bachelor,Bachelors," £10,937.18 "," £10,937.18 "," £21,450.00 "," £21,450.00 ", 138 ,1/0/00,,Personal Auto,Sports Car, £938.51 ,,,,,,,,,,,,,,
OH64088,California,California,M,Male,High School or Below,High School or Below," £7,375.57 "," £7,375.57 "," £33,345.00 "," £33,345.00 ", 65 ,1/0/00,,Corporate Auto,Four-Door Car, £338.62 ,,,,,,,,,,,,,,
SK97780,California,California,F,Female,Bachelor,Bachelors," £10,110.78 "," £10,110.78 "," £15,752.00 "," £15,752.00 ", 90 ,1/0/00,,Corporate Auto,Two-Door Car, £339.34 ,,,,,,,,,,,,,,
IO33050,Oregon,Oregon,F,Female,High School or Below,High School or Below," £5,119.41 "," £5,119.41 "," £40,169.00 "," £40,169.00 ", 65 ,01/01/2000,,Personal Auto,Four-Door Car, £302.82 ,,,,,,,,,,,,,,
XA55917,California,California,F,Female,College,College," £8,533.83 "," £8,533.83 "," £26,049.00 "," £26,049.00 ", 113 ,01/01/2000,,Personal Auto,SUV, £619.17 ,,,,,,,,,,,,,,
JK32620,Nevada,Nevada,M,Male,College,College," £2,224.77 "," £2,224.77 ", £-   ," £39,295.70 ", 68 ,1/0/00,,Personal Auto,Four-Door Car, £326.40 ,,,,,,,,,,,,,,
RQ19236,Arizona,Arizona,M,Male,Doctor,Doctor," £8,042.80 "," £8,042.80 "," £55,411.00 "," £55,411.00 ", 100 ,1/0/00,,Personal Auto,Sports Car, £259.56 ,,,,,,,,,,,,,,
QC47433,Oregon,Oregon,M,Male,College,College," £2,554.44 "," £2,554.44 "," £12,459.00 "," £12,459.00 ", 70 ,1/0/00,,Personal Auto,Four-Door Car, £336.00 ,,,,,,,,,,,,,,
RA93608,Oregon,Oregon,M,Male,Bachelor,Bachelors," £18,073.94 "," £18,073.94 "," £64,620.00 "," £64,620.00 ", 76 ,01/01/2000,,Personal Auto,Two-Door Car, £364.80 ,,,,,,,,,,,,,,
XH97711,California,California,M,Male,Bachelor,Bachelors," £2,430.51 "," £2,430.51 "," £83,140.00 "," £83,140.00 ", 61 ,1/0/00,,Corporate Auto,Four-Door Car, £179.16 ,,,,,,,,,,,,,,
AU96286,Oregon,Oregon,F,Female,Bachelor,Bachelors," £3,167.66 "," £3,167.66 ", £-   ," £39,295.70 ", 92 ,1/0/00,,Corporate Auto,Four-Door Car, £662.40 ,,,,,,,,,,,,,,
KC17170,Arizona,Arizona,F,Female,Bachelor,Bachelors," £5,465.60 "," £5,465.60 "," £54,422.00 "," £54,422.00 ", 68 ,1/0/00,,Corporate Auto,Four-Door Car, £75.50 ,,,,,,,,,,,,,,
ZN47335,California,California,M,Male,College,College," £10,357.51 "," £10,357.51 "," £68,309.00 "," £68,309.00 ", 131 ,1/0/00,,Corporate Auto,SUV, £306.98 ,,,,,,,,,,,,,,
EI46264,California,California,M,Male,High School or Below,High School or Below," £2,537.81 "," £2,537.81 "," £56,621.00 "," £56,621.00 ", 65 ,01/02/2000,,Personal Auto,Four-Door Car, £84.03 ,,,,,,,,,,,,,,
EK87864,Arizona,Arizona,F,Female,College,College," £2,821.95 "," £2,821.95 "," £38,977.00 "," £38,977.00 ", 70 ,1/0/00,,Special Auto,Four-Door Car, £139.49 ,,,,,,,,,,,,,,
GV45403,AZ,Arizona,M,Male,Bachelor,Bachelors," £7,757.13 "," £7,757.13 ", £-   ," £39,295.70 ", 111 ,1/0/00,,Corporate Auto,Two-Door Car, £607.45 ,,,,,,,,,,,,,,
QK31192,AZ,Arizona,M,Male,High School or Below,High School or Below," £4,079.13 "," £4,079.13 ", £-   ," £39,295.70 ", 114 ,1/0/00,,Corporate Auto,Two-Door Car, £631.12 ,,,,,,,,,,,,,,
LU89008,AZ,Arizona,F,Female,College,College," £5,955.54 "," £5,955.54 ", £-   ," £39,295.70 ", 83 ,1/0/00,,Personal Auto,Four-Door Car, £628.02 ,,,,,,,,,,,,,,
NS10490,Oregon,Oregon,F,Female,Bachelor,Bachelors," £14,158.61 "," £14,158.61 "," £83,235.00 "," £83,235.00 ", 70 ,1/0/00,,Personal Auto,Two-Door Car, £336.00 ,,,,,,,,,,,,,,
KL98495,Nevada,Nevada,M,Male,College,College," £8,487.24 "," £8,487.24 ", £-   ," £39,295.70 ", 74 ,1/0/00,,Personal Auto,Two-Door Car, £426.66 ,,,,,,,,,,,,,,
IU96845,AZ,Arizona,M,Male,College,College," £6,285.48 "," £6,285.48 "," £32,390.00 "," £32,390.00 ", 80 ,1/0/00,,Personal Auto,Four-Door Car, £91.42 ,,,,,,,,,,,,,,
QL93655,Oregon,Oregon,F,Female,High School or Below,High School or Below," £11,473.48 "," £11,473.48 "," £66,538.00 "," £66,538.00 ", 95 ,1/0/00,,Personal Auto,Two-Door Car, £317.84 ,,,,,,,,,,,,,,
PF40592,Washington,Washington,F,Female,College,College," £4,942.63 "," £4,942.63 "," £23,285.00 "," £23,285.00 ", 65 ,1/0/00,,Personal Auto,Two-Door Car, £118.45 ,,,,,,,,,,,,,,
LZ34046,Oregon,Oregon,M,Male,Bachelor,Bachelors," £23,594.68 "," £23,594.68 "," £76,358.00 "," £76,358.00 ", 66 ,1/0/00,,Personal Auto,Four-Door Car, £86.46 ,,,,,,,,,,,,,,
JC80093,Washington,Washington,M,Male,Master,Masters," £2,572.51 "," £2,572.51 "," £21,104.00 "," £21,104.00 ", 66 ,1/0/00,,Personal Auto,Four-Door Car, £118.45 ,,,,,,,,,,,,,,
YE88490,AZ,Arizona,F,Female,College,College," £5,380.90 "," £5,380.90 "," £55,350.00 "," £55,350.00 ", 67 ,1/0/00,,Personal Auto,Four-Door Car, £321.60 ,,,,,,,,,,,,,,
YC80498,California,California,F,Female,College,College," £4,770.55 "," £4,770.55 "," £12,964.00 "," £12,964.00 ", 65 ,1/0/00,,Personal Auto,Two-Door Car, £362.77 ,,,,,,,,,,,,,,
AI85843,AZ,Arizona,F,Female,Master,Masters," £6,756.65 "," £6,756.65 "," £33,288.00 "," £33,288.00 ", 86 ,01/02/2000,,Personal Auto,Four-Door Car, £221.86 ,,,,,,,,,,,,,,
XD66024,AZ,Arizona,F,Female,College,College," £5,936.01 "," £5,936.01 ", £-   ," £39,295.70 ", 84 ,1/0/00,,Personal Auto,Four-Door Car, £980.17 ,,,,,,,,,,,,,,
FY51713,AZ,Arizona,F,Female,Bachelor,Bachelors," £3,570.76 "," £3,570.76 "," £56,168.00 "," £56,168.00 ", 88 ,1/0/00,,Personal Auto,Four-Door Car, £614.68 ,,,,,,,,,,,,,,
PH26378,California,California,M,Male,College,College," £6,019.96 "," £6,019.96 ", £-   ," £39,295.70 ", 92 ,1/0/00,,Personal Auto,Four-Door Car, £662.40 ,,,,,,,,,,,,,,
WQ18638,Oregon,Oregon,M,Male,High School or Below,High School or Below," £5,426.86 "," £5,426.86 "," £23,105.00 "," £23,105.00 ", 69 ,1/0/00,,Personal Auto,Two-Door Car, £331.20 ,,,,,,,,,,,,,,
KY14688,Oregon,Oregon,F,Female,Master,Masters," £2,730.31 "," £2,730.31 "," £36,218.00 "," £36,218.00 ", 68 ,1/0/00,,Personal Auto,Four-Door Car, £145.25 ,,,,,,,,,,,,,,
TC97762,California,California,F,Female,High School or Below,High School or Below," £4,982.68 "," £4,982.68 "," £52,275.00 "," £52,275.00 ", 62 ,1/0/00,,Corporate Auto,Four-Door Car, £374.24 ,,,,,,,,,,,,,,
QC87108,Oregon,Oregon,F,Female,College,College," £8,769.27 "," £8,769.27 "," £49,665.00 "," £49,665.00 ", 74 ,1/0/00,,Personal Auto,Four-Door Car, £355.20 ,,,,,,,,,,,,,,
CX12134,Nevada,Nevada,M,Male,High School or Below,High School or Below," £4,220.61 "," £4,220.61 "," £32,471.00 "," £32,471.00 ", 110 ,1/0/00,,Personal Auto,Two-Door Car, £528.00 ,,,,,,,,,,,,,,
SM73248,AZ,Arizona,M,Male,High School or Below,High School or Below," £11,537.51 "," £11,537.51 ", £-   ," £39,295.70 ", 86 ,01/01/2000,,Corporate Auto,Two-Door Car, £619.20 ,,,,,,,,,,,,,,
CK19789,California,California,F,Female,Master,Masters," £5,887.18 "," £5,887.18 "," £62,773.00 "," £62,773.00 ", 73 ,1/0/00,,Personal Auto,Four-Door Car, £80.67 ,,,,,,,,,,,,,,
UV12583,California,California,F,Female,College,College," £4,700.58 "," £4,700.58 "," £76,694.00 "," £76,694.00 ", 117 ,1/0/00,,Personal Auto,SUV, £561.60 ,,,,,,,,,,,,,,
JC11405,Oregon,Oregon,M,Male,High School or Below,High School or Below," £10,963.96 "," £10,963.96 "," £55,687.00 "," £55,687.00 ", 276 ,1/0/00,,Personal Auto,Luxury SUV," £1,324.80 ",,,,,,,,,,,,,,
KA89683,AZ,Arizona,F,Female,High School or Below,High School or Below," £2,523.17 "," £2,523.17 ", £-   ," £39,295.70 ", 70 ,1/0/00,,Personal Auto,Four-Door Car, £504.00 ,,,,,,,,,,,,,,
BG85305,Nevada,Nevada,M,Male,Doctor,Doctor," £3,757.80 "," £3,757.80 "," £36,633.00 "," £36,633.00 ", 96 ,01/01/2000,,Personal Auto,Four-Door Car, £460.80 ,,,,,,,,,,,,,,
UQ87917,Oregon,Oregon,M,Male,High School or Below,High School or Below," £12,941.73 "," £12,941.73 "," £77,060.00 "," £77,060.00 ", 106 ,1/0/00,,Personal Auto,SUV, £468.57 ,,,,,,,,,,,,,,
XN11823,Nevada,Nevada,F,Female,Bachelor,Bachelors," £3,764.47 "," £3,764.47 "," £92,600.00 "," £92,600.00 ", 94 ,1/0/00,,Corporate Auto,Two-Door Car, £842.44 ,,,,,,,,,,,,,,
OS46571,California,California,M,Male,High School or Below,High School or Below," £6,889.56 "," £6,889.56 ", £-   ," £39,295.70 ", 66 ,1/0/00,,Personal Auto,Four-Door Car, £475.20 ,,,,,,,,,,,,,,
PX17116,Nevada,Nevada,M,Male,College,College," £3,623.45 "," £3,623.45 ", £-   ," £39,295.70 ", 111 ,01/02/2000,,Corporate Auto,SUV," £1,171.93 ",,,,,,,,,,,,,,
RP19541,AZ,Arizona,M,Male,College,College," £7,582.11 "," £7,582.11 "," £64,801.00 "," £64,801.00 ", 64 ,1/0/00,,Personal Auto,Four-Door Car, £268.47 ,,,,,,,,,,,,,,
ZR25747,Oregon,Oregon,F,Female,College,College," £8,277.75 "," £8,277.75 "," £45,257.00 "," £45,257.00 ", 103 ,1/0/00,,Corporate Auto,Two-Door Car, £494.40 ,,,,,,,,,,,,,,
NQ86532,California,California,M,Male,High School or Below,High School or Below," £2,576.46 "," £2,576.46 "," £26,854.00 "," £26,854.00 ", 66 ,1/0/00,,Personal Auto,Four-Door Car, £475.20 ,,,,,,,,,,,,,,
JY27336,Oregon,Oregon,F,Female,College,College," £8,205.39 "," £8,205.39 "," £85,840.00 "," £85,840.00 ", 102 ,01/02/2000,,Corporate Auto,SUV, £138.72 ,,,,,,,,,,,,,,
PB54378,Oregon,Oregon,F,Female,Doctor,Doctor," £19,582.47 "," £19,582.47 "," £26,463.00 "," £26,463.00 ", 72 ,1/0/00,,Corporate Auto,Four-Door Car, £345.60 ,,,,,,,,,,,,,,
SV38190,Nevada,Nevada,F,Female,Bachelor,Bachelors," £6,481.53 "," £6,481.53 "," £30,689.00 "," £30,689.00 ", 81 ,1/0/00,,Personal Auto,Four-Door Car, £467.25 ,,,,,,,,,,,,,,
CV24005,Oregon,Oregon,M,Male,High School or Below,High School or Below," £2,599.31 "," £2,599.31 "," £29,590.00 "," £29,590.00 ", 66 ,1/0/00,,Corporate Auto,Two-Door Car, £467.50 ,,,,,,,,,,,,,,
EX28656,Oregon,Oregon,F,Female,College,College," £9,830.34 "," £9,830.34 "," £25,965.00 "," £25,965.00 ", 253 ,1/0/00,,Personal Auto,Luxury SUV," £1,214.40 ",,,,,,,,,,,,,,
CF57022,Oregon,Oregon,M,Male,Bachelor,Bachelors," £10,442.65 "," £10,442.65 "," £17,269.00 "," £17,269.00 ", 139 ,1/0/00,,Personal Auto,SUV, £667.20 ,,,,,,,,,,,,,,
GM16780,Oregon,Oregon,M,Male,College,College," £36,057.54 "," £36,057.54 "," £90,330.00 "," £90,330.00 ", 137 ,01/03/2000,,Corporate Auto,Sports Car, £192.09 ,,,,,,,,,,,,,,
BX94438,California,California,F,Female,High School or Below,High School or Below," £8,470.04 "," £8,470.04 ", £-   ," £39,295.70 ", 113 ,1/0/00,,Corporate Auto,SUV, £619.97 ,,,,,,,,,,,,,,
RM41745,California,California,F,Female,High School or Below,High School or Below," £8,278.79 "," £8,278.79 ", £-   ," £39,295.70 ", 110 ,1/0/00,,Personal Auto,Four-Door Car," £1,002.78 ",,,,,,,,,,,,,,
XR70252,California,California,F,Female,High School or Below,High School or Below," £4,788.93 "," £4,788.93 ", £-   ," £39,295.70 ", 67 ,01/01/2000,,Personal Auto,Two-Door Car, £321.60 ,,,,,,,,,,,,,,
YH92099,AZ,Arizona,F,Female,Bachelor,Bachelors," £3,088.00 "," £3,088.00 "," £18,558.00 "," £18,558.00 ", 80 ,1/0/00,,Special Auto,Four-Door Car, £384.00 ,,,,,,,,,,,,,,
SG81493,Arizona,Arizona,M,Male,Bachelor,Bachelors," £4,443.74 "," £4,443.74 "," £46,384.00 "," £46,384.00 ", 113 ,1/0/00,,Corporate Auto,Four-Door Car, £251.77 ,,,,,,,,,,,,,,
ZX23819,Oregon,Oregon,F,Female,High School or Below,High School or Below," £7,984.09 "," £7,984.09 ", £-   ," £39,295.70 ", 72 ,1/0/00,,Personal Auto,Two-Door Car, £866.21 ,,,,,,,,,,,,,,
FJ54907,Oregon,Oregon,F,Female,College,College," £7,180.97 "," £7,180.97 "," £42,303.00 "," £42,303.00 ", 180 ,1/0/00,,Personal Auto,Luxury SUV," £1,210.92 ",,,,,,,,,,,,,,
CU26127,California,California,F,Female,Bachelor,Bachelors," £15,656.03 "," £15,656.03 "," £71,731.00 "," £71,731.00 ", 130 ,1/0/00,,Corporate Auto,SUV, £599.65 ,,,,,,,,,,,,,,
YH60476,Oregon,Oregon,M,Male,High School or Below,High School or Below," £5,780.18 "," £5,780.18 "," £51,066.00 "," £51,066.00 ", 74 ,1/0/00,,Corporate Auto,Four-Door Car, £787.99 ,,,,,,,,,,,,,,
ZZ97035,California,California,M,Male,College,College," £20,714.94 "," £20,714.94 ", £-   ," £39,295.70 ", 203 ,1/0/00,,Corporate Auto,Luxury Car," £2,027.72 ",,,,,,,,,,,,,,
GE82737,Nevada,Nevada,F,Female,Bachelor,Bachelors," £5,337.35 "," £5,337.35 ", £-   ," £39,295.70 ", 86 ,01/03/2000,,Personal Auto,Four-Door Car, £619.20 ,,,,,,,,,,,,,,
KY21873,Arizona,Arizona,M,Male,College,College," £5,050.83 "," £5,050.83 ", £-   ," £39,295.70 ", 69 ,1/0/00,,Personal Auto,Two-Door Car, £72.85 ,,,,,,,,,,,,,,
UA51318,Arizona,Arizona,F,Female,High School or Below,High School or Below," £5,116.62 "," £5,116.62 "," £26,173.00 "," £26,173.00 ", 68 ,01/01/2000,,Corporate Auto,Four-Door Car, £449.82 ,,,,,,,,,,,,,,
BV55014,Oregon,Oregon,M,Male,Bachelor,Bachelors," £7,268.74 "," £7,268.74 "," £24,445.00 "," £24,445.00 ", 63 ,1/0/00,,Personal Auto,Two-Door Car, £302.40 ,,,,,,,,,,,,,,
HX21307,Oregon,Oregon,Male,Male,College,College," £2,616.61 "," £2,616.61 "," £72,302.00 "," £72,302.00 ", 66 ,1/0/00,,Personal Auto,Two-Door Car, £316.80 ,,,,,,,,,,,,,,
LQ68252,Oregon,Oregon,Male,Male,High School or Below,High School or Below," £3,738.44 "," £3,738.44 "," £27,208.00 "," £27,208.00 ", 102 ,1/0/00,,Personal Auto,SUV, £489.60 ,,,,,,,,,,,,,,
CR92802,California,California,F,Female,Master,Masters," £2,725.36 "," £2,725.36 "," £36,650.00 "," £36,650.00 ", 69 ,01/01/2000,,Special Auto,Four-Door Car, £56.60 ,,,,,,,,,,,,,,
SL35268,Arizona,Arizona,Male,Male,College,College," £5,453.86 "," £5,453.86 "," £30,855.00 "," £30,855.00 ", 68 ,1/0/00,,Corporate Auto,Four-Door Car, £259.06 ,,,,,,,,,,,,,,
RD62882,Arizona,Arizona,F,Female,Bachelor,Bachelors," £6,846.15 "," £6,846.15 ", £-   ," £39,295.70 ", 95 ,1/0/00,,Personal Auto,Two-Door Car, £456.00 ,,,,,,,,,,,,,,
JS42382,Oregon,Oregon,Male,Male,Master,Masters," £6,172.91 "," £6,172.91 "," £99,960.00 "," £99,960.00 ", 76 ,1/0/00,,Corporate Auto,Four-Door Car, £364.80 ,,,,,,,,,,,,,,
BT30554,Arizona,Arizona,F,Female,Bachelor,Bachelors," £10,346.32 "," £10,346.32 ", £-   ," £39,295.70 ", 98 ,1/0/00,,Personal Auto,Four-Door Car, £470.40 ,,,,,,,,,,,,,,
VP57424,Nevada,Nevada,F,Female,Bachelor,Bachelors," £6,997.01 "," £6,997.01 "," £55,873.00 "," £55,873.00 ", 88 ,1/0/00,,Personal Auto,Four-Door Car, £299.36 ,,,,,,,,,,,,,,
VU19243,Arizona,Arizona,F,Female,High School or Below,High School or Below," £4,196.26 "," £4,196.26 "," £18,052.00 "," £18,052.00 ", 111 ,1/0/00,,Personal Auto,Four-Door Car, £699.17 ,,,,,,,,,,,,,,
TA82973,Oregon,Oregon,F,Female,High School or Below,High School or Below," £7,858.11 "," £7,858.11 "," £28,937.00 "," £28,937.00 ", 104 ,01/02/2000,,Personal Auto,SUV, £117.96 ,,,,,,,,,,,,,,
