Customer;ST;GENDER;Education;Customer Lifetime Value;Income;Monthly Premium Auto;Number of Open Complaints;Policy Type;Vehicle Class;Total Claim Amount
TI92884;Arizona;Male;Bachelor;1262283.27%; 61.844,00   ; 1.060.000.000.000   ;1/0/00;Personal Auto;Sports Car; 508.8 
JH73503;Arizona;Male;Doctor;2017196.15%; 24.804,00   ; 730.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 350.4 
YE97964;California;Female;Bachelor;1646436.59%; 27.760,00   ; 1.040.000.000.000   ;1/0/00;Personal Auto;SUV; 302.764.283   
VA30351;Oregon;Female;High School or Below;559538.99%; 74.454,00   ; 710.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 340.8 
PV55726;Oregon;Female;Master;417068.73%; 29.462,00   ; 1.070.000.000.000   ;01/01/2000;Personal Auto;SUV; 513.6 
UC88305;Arizona;Female;College;266544.71%; 52.266,00   ; 680.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 141.922.839   
TS53809;Oregon;Male;Bachelor;709891.41%; -     ; 700.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 349.783.046   
ZV32120;California;Male;Doctor;397134.51%; 23.599,00   ; 1.030.000.000.000   ;1/0/00;Corporate Auto;SUV; 494.4 
FB80807;Oregon;Male;Bachelor;552821.28%; 36.088,00   ; 720.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 345.6 
AS55677;California;Female;High School or Below;833899.58%; 70.534,00   ; 1.040.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 54.065.538   
WA15684;Oregon;Male;College;3844585.59%; 27.398,00   ; 1.250.000.000.000   ;01/01/2000;Personal Auto;SUV; 600   
SA50567;Nevada;Male;Bachelor;544855.52%; 85.296,00   ; 680.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 342.515.136   
KJ31611;Arizona;Male;High School or Below;1080806.60%; 31.063,00   ; 920.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 441.6 
VL37375;California;Male;Bachelor;618509.65%; -     ; 920.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 1.027.177.255   
KN21017;Nevada;Male;High School or Below;320822.59%; 52.367,00   ; 810.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 275.989.978   
PX44289;Arizona;Male;College;548010.41%; 58.651,00   ; 710.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 472.599.683   
AM97901;Nevada;Female;College;2298615.39%; 84.831,00   ; 1.920.000.000.000   ;1/0/00;Special Auto;Sports Car; 1.336.931.716   
RE42925;Oregon;Male;Bachelor;1310792.59%; 49.088,00   ; 1.140.000.000.000   ;01/01/2000;Corporate Auto;SUV; 547.2 
TR81766;California;Female;College;746292.63%; 70.263,00   ; 930.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 7.345.946   
CH85057;Oregon;Female;Doctor;1146399.10%; 45.354,00   ; 2.850.000.000.000   ;1/0/00;Personal Auto;Luxury SUV; 540.141.566   
UP71482;Arizona;Male;High School or Below;723613.25%; -     ; 630.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 383.363.758   
EG40670;California;Female;Bachelor;623268.79%; 28.334,00   ; 830.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 537.765.151   
HV83672;Oregon;Female;Bachelor;2839332.99%; 38.772,00   ; 900.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 321.873.474   
MG10140;Oregon;Female;College;374675.16%; 41.479,00   ; 940.000.000.000   ;01/01/2000;Personal Auto;Two-Door Car; 19.575.683   
TC44716;California;Male;Bachelor;2156933.73%; 23.909,00   ; 1.190.000.000.000   ;1/0/00;Personal Auto;SUV; 571.2 
QO65264;California;Male;College;501208.37%; 48.328,00   ; 630.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 108.138.715   
EB66698;California;Male;High School or Below;337185.84%; 86.689,00   ; 850.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 408   
OT52034;California;Male;Bachelor;386477.68%; 24.204,00   ; 990.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 707.303.416   
CH85444;Oregon;Male;College;414571.19%; 25.943,00   ; 1.100.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 1.067.333.126   
PU85769;California;Male;High School or Below;515607.27%; -     ; 730.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 807.947.292   
UI73201;California;Male;College;366737.50%; 62.375,00   ; 920.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 618.630.955   
SL50592;California;Female;High School or Below;783568.35%; -     ; 710.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 404.272.806   
XP11075;Arizona;Male;Bachelor;1456726.84%; -     ; 1.480.000.000.000   ;1/0/00;Personal Auto;SUV; 710.4 
SI31236;Oregon;Male;Bachelor;1017133.90%; 70.200,00   ; 650.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 312   
JN26745;Nevada;Female;Bachelor;413577.52%; -     ; 1.120.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 707.977.614   
VK48036;Oregon;Female;College;551149.11%; 79.027,00   ; 700.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 336   
JX76668;Washington;Female;High School or Below;1131424.39%; 62.935,00   ; 1.410.000.000.000   ;1/0/00;Personal Auto;Sports Car; 232.242.326   
DS45802;California;Female;High School or Below;541461.73%; 26.893,00   ; 680.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 68.226.001   
OA96690;Oregon;Female;High School or Below;742159.35%; 47.406,00   ; 940.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 287.149.807   
EM27919;California;Male;Bachelor;445811.34%; 17.622,00   ; 650.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 312   
QO41043;Oregon;Female;College;1447612.49%; 27.572,00   ; 1.240.000.000.000   ;1/0/00;Corporate Auto;SUV; 595.2 
OV50124;Oregon;Female;College;493688.84%; -     ; 720.000.000.000   ;01/02/2000;Personal Auto;Two-Door Car; 391.636.628   
PR31642;Oregon;Female;Bachelor;452527.65%; 32.802,00   ; 1.140.000.000.000   ;1/0/00;Personal Auto;SUV; 547.2 
BU41599;Washington;Female;Master;558176.13%; 62.739,00   ; 700.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 239.328.571   
TK30357;California;Female;Bachelor;1413434.74%; 90.844,00   ; 1.180.000.000.000   ;1/0/00;Personal Auto;SUV; 232.674.417   
NF31087;Nevada;Female;High School or Below;2472318.31%; 44.685,00   ; 690.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 331.2 
NH16984;California;Female;Bachelor;283806.78%; -     ; 800.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 33.650.961   
OS75493;California;Female;High School or Below;384848.36%; 42.589,00   ; 980.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 470.4 
VT63298;Oregon;Male;Bachelor;1950447.39%; -     ; 720.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 345.6 
QS75550;Washington;Female;Bachelor;248004.59%; 93.383,00   ; 620.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 244.212.286   
SZ16483;Arizona;Female;High School or Below;436137.29%; 79.583,00   ; 1.090.000.000.000   ;01/02/2000;Personal Auto;Four-Door Car; 523.2 
VM92311;Arizona;Female;High School or Below;252907.75%; 89.129,00   ; 640.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 328.870.868   
NJ46849;Arizona;Male;College;250444.48%; -     ; 690.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 496.8 
WZ31900;Oregon;Female;Bachelor;864970.06%; 94.389,00   ; 1.070.000.000.000   ;1/0/00;Corporate Auto;SUV; 85.063.708   
RG30482;Oregon;Female;College;1366835.53%; -     ; 1.970.000.000.000   ;1/0/00;Personal Auto;SUV; 1418.4 
ZM86949;Oregon;Female;High School or Below;2063508.46%; 84.106,00   ; 640.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 334.408.717   
QQ39596;Arizona;Female;College;251753.36%; -     ; 690.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 42.096.415   
FH51383;California;Female;High School or Below;532667.77%; 76.717,00   ; 660.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 300.528.579   
BJ53923;Arizona;Male;High School or Below;260027.21%; 51.978,00   ; 660.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 144.782.152   
CZ96653;Oregon;Female;Bachelor;853479.28%; 47.325,00   ; 1.070.000.000.000   ;1/0/00;Personal Auto;SUV; 64.598.216   
FB23788;Oregon;Male;High School or Below;882883.50%; 86.721,00   ; 1.110.000.000.000   ;1/0/00;Corporate Auto;SUV; 532.8 
NT43594;Nevada;Female;Bachelor;224844.96%; 24.910,00   ; 630.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 347.857.619   
RJ85627;Washington;Female;Bachelor;1230276.24%; 43.817,00   ; 620.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 245.447.622   
KJ86296;Oregon;Male;High School or Below;455659.30%; -     ; 730.000.000.000   ;01/02/2000;Personal Auto;Four-Door Car; 525.6 
PI47776;Oregon;Female;Bachelor;253070.51%; 89.451,00   ; 630.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 61.769.564   
MD73554;California;Male;College;525198.40%; 59.537,00   ; 660.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 316.8 
UX92071;Oregon;Male;High School or Below;674311.93%; -     ; 1.990.000.000.000   ;1/0/00;Personal Auto;Luxury SUV; 955.2 
YG44474;Oregon;Male;College;1401472.13%; 54.193,00   ; 1.170.000.000.000   ;1/0/00;Corporate Auto;SUV; 720.752.945   
UH45301;Oregon;Male;College;943891.56%; 86.946,00   ; 1.180.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 340.656.963   
RY92647;California;Female;Bachelor;1050677.17%; -     ; 920.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 546.524.896   
IK12620;Arizona;Female;High School or Below;421391.86%; 12.160,00   ; 1.090.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 489.411.833   
GQ66762;California;Male;College;477368.64%; 33.701,00   ; 630.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 171.325.856   
YT69858;Washington;Female;Bachelor;544142.01%; 85.702,00   ; 670.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 249.085.887   
XD85577;California;Male;Bachelor;284226.69%; 69.417,00   ; 730.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 30.874.869   
TM65736;Oregon;Male;Master;305955.03%; 38.644,00   ; 780.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 361.455.219   
VJ51327;California;Female;High School or Below;2031499.76%; 63.209,00   ; 1.020.000.000.000   ;01/02/2000;Personal Auto;SUV; 207.320.041   
GS98873;Arizona;Female;Bachelor;323912.47%; 16.061,00   ; 880.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 633.6 
CW49887;California;Female;Master;462680.11%; 79.487,00   ; 1.140.000.000.000   ;1/0/00;Special Auto;SUV; 547.2 
MY31220;California;Female;College;899704.02%; 54.230,00   ; 1.120.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 537.6 
